Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
1447;SITM;SiTime Corporation;Акции;Акции иностранного эмитента обыкновенные;;US82982T1060;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1448;SIVB;SVB Financial Group;Акции;Акции иностранного эмитента обыкновенные;;US78486Q1013;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1449;SJI;South Jersey Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8385181081;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1450;SJM;The J.M. Smucker Company;Акции;Акции иностранного эмитента обыкновенные;;US8326964058;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1451;SJW;SJW Group;Акции;Акции иностранного эмитента обыкновенные;;US7843051043;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1452;SKIN;The Beauty Health Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US88331L1089;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1453;SKLZ;Skillz Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83067L1098;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1454;SKM;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  SK Telecom Co., Ltd.;US78440P3064;EDSXFR;1,00;0,01;USD;07.12.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1455;SKX;Skechers U.S.A., Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8305661055;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1456;SKY;Skyline Champion Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8308301055;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1457;SLAB;Silicon Laboratories Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8269191024;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1458;SLB;Schlumberger Limited;Акции;Акции иностранного эмитента обыкновенные;;AN8068571086;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1459;SLDB;Solid Biosciences Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83422E1055;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1460;SLG;SL Green Realty Corp.;Акции;Акции иностранного инвестиционного фонда;;US78440X8873;CBMJXS;1,00;0,01;USD;04.02.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1461;SLGN;Silgan Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8270481091;ESVUFB;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1462;SLM;SLM Corporation;Акции;Акции иностранного эмитента обыкновенные;;US78442P1066;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1463;SLP;Simulations Plus, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8292141053;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1464;SLQT;SelectQuote, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8163073005;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1465;SLVM;Sylvamo Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8713321029;ESVUPR;1,00;0,01;USD;05.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1466;SMAR;Smartsheet Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83200N1037;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1467;SMG;The Scotts Miracle-Gro Company;Акции;Акции иностранного эмитента обыкновенные;;US8101861065;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1468;SMPL;The Simply Good Foods Company;Акции;Акции иностранного эмитента обыкновенные;;US82900L1026;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1469;SMTC;Semtech Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8168501018;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1470;SNA;Snap-on Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8330341012;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1471;SNAP;Snap Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83304A1060;ESNUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1472;SNBR;Sleep Number Corporation;Акции;Акции иностранного эмитента обыкновенные;;US83125X1037;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1473;SNOW;Snowflake Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8334451098;ESVUFR;1,00;0,01;USD;20.08.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1474;SNPS;Synopsys, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8716071076;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1475;SNX;TD SYNNEX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87162W1009;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1476;SNY;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций  Sanofi ;US80105N1054;EDSXFR;1,00;0,01;USD;17.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1477;SO;The Southern Company;Акции;Акции иностранного эмитента обыкновенные;;US8425871071;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1478;SOFI;SoFi Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83406F1021;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
