Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
282;BOSS@DE;HUGO BOSS AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A1PHFF7;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
283;BOX;Box, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US10316T1043;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
284;BPMC;Blueprint Medicines Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09627Y1091;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
285;BR;Broadridge Financial Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11133T1034;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
286;BRBR;BellRing Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US07831C1036;ESVUFR;1,00;0,01;USD;29.03.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
287;BRC;Brady Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1046741062;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
288;BRK B;Berkshire Hathaway Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US0846707026;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
289;BRKR;Bruker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1167941087;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
290;BRO;Brown & Brown, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1152361010;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
291;BROS;Dutch Bros Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26701L1008;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
292;BRX;Brixmor Property Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11120U1051;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
293;BSX;Boston Scientific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1011371077;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
294;BSY;Bentley Systems, Incorporated;Акции;Акции иностранного эмитента обыкновенные класса B;;US08265T2087;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
295;BTAI;BioXcel Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09075P1057;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
296;BTI;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  British American Tobacco p.l.c.;US1104481072;EDSXFR;1,00;0,01;USD;23.10.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
297;BUD;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Anheuser-Busch InBev SA/NV;US03524A1088;EDSXFR;1,00;0,01;USD;14.02.2018 0:00:00;;;НЕТ;Эмитенты с листингом в США
298;BURL;Burlington Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1220171060;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
299;BVB@DE;Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;Акции;Акции иностранного эмитента обыкновенные;;DE0005493092;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
300;BWA;BorgWarner Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0997241064;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
301;BWXT;BWX Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05605H1005;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
302;BX;Blackstone Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09260D1072;ESVUFR;1,00;0,01;USD;16.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
303;BXMT;Blackstone Mortgage Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US09257W1009;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
304;BXP;Boston Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1011211018;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
305;BYND;Beyond Meat, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08862E1091;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
306;BYSI;BeyondSpring Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG108301006;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
307;BZUN;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса A  Baozun Inc.;US06684L1035;EDSXFR;1,00;0,01;USD;28.05.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
308;C;Citigroup Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1729674242;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
309;CABO;Cable One, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12685J1051;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
310;CACC;Credit Acceptance Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2253101016;ESXXXX;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
311;CACI;CACI International Inc;Акции;Акции иностранного эмитента обыкновенные;;US1271903049;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
312;CAG;Conagra Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2058871029;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
313;CAH;Cardinal Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14149Y1082;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
314;CALM;Cal-Maine Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1280302027;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
315;CAR;Avis Budget Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0537741052;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
316;CARA;Cara Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1407551092;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
317;CARG;CarGurus, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1417881091;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
318;CARR;Carrier Global Corporation;Акции;Акции иностранного эмитента обыкновенные;;US14448C1045;ESVUFR;1,00;0,01;USD;06.04.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
319;CARS;Cars.com Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14575E1055;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
320;CASY;Casey's General Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1475281036;ESVUXX;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
321;CAT;Caterpillar Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1491231015;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
322;CB;Chubb Limited;Акции;Акции иностранного эмитента обыкновенные;;CH0044328745;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
323;CBOM0224EU;CBOM Finance p.l.c. ;Облигации;Облигации иностранного эмитента;;XS1951067039;DBFUCR;1,00;0,01;PCT;05.06.2019 0:00:00;;;НЕТ;Еврооблигации
324;CBRE;CBRE Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US12504L1098;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
325;CBRL;Cracker Barrel Old Country Store, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22410J1060;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
326;CBSH;Commerce Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2005251036;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
327;CBT;Cabot Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1270551013;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
328;CBU;Community Bank System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2036071064;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
329;CC;The Chemours Company;Акции;Акции иностранного эмитента обыкновенные;;US1638511089;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
330;CCI;Crown Castle Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US22822V1017;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
331;CCJ;Cameco Corporation;Акции;Акции иностранного эмитента обыкновенные;;CA13321L1085;ESVTFR;1,00;0,01;USD;06.08.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
332;CCK;Crown Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2283681060;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
333;CCL;Carnival Corporation;Акции;Акции иностранного эмитента обыкновенные;;PA1436583006;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
334;CCOI;Cogent Communications Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19239V3024;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
335;CCS;Century Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1565043007;ESVTFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
336;CCSI;Consensus Cloud Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US20848V1052;ESVUFR;1,00;0,01;USD;19.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
337;CCXI;ChemoCentryx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US16383L1061;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
338;CDAY;Ceridian HCM Holding Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15677J1088;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
339;CDLX;Cardlytics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14161W1053;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
340;CDNA;CareDx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14167L1035;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
341;CDNS;Cadence Design Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1273871087;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
342;CDW;CDW Corporation;Акции;Акции иностранного эмитента обыкновенные;;US12514G1085;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
343;CE;Celanese Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1508701034;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
344;CEA;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса H;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций класса H  China Eastern Airlines Corporation Limited;US16937R1041;EDSXFR;1,00;0,01;USD;09.07.2018 0:00:00;;;НЕТ;Эмитенты с листингом в США
345;CEG;Constellation Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US21037T1097;ESVUFR;1,00;0,01;USD;02.02.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
346;CELH;Celsius Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15118V2079;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
347;CENT;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные;;US1535271068;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
348;CENTA;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US1535272058;ESNUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
349;CERE;Cerevel Therapeutics Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15678U1280;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
350;CEVA;CEVA, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1572101053;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
351;CF;CF Industries Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1252691001;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
352;CFG;Citizens Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1746101054;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
353;CFLT;Confluent, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US20717M1036;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
354;CFR;Cullen/Frost Bankers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2298991090;ESNUFX;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
355;CG;The Carlyle Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14316J1088;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
356;CGEN;Compugen Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0010852080;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
357;CGNT;Cognyte Software Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011691438;ESVUFR;1,00;0,01;USD;05.02.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
358;CGNX;Cognex Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1924221039;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
359;CHCO;City Holding Company;Акции;Акции иностранного эмитента обыкновенные;;US1778351056;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
360;CHD;Church & Dwight Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1713401024;ESVTFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
361;CHDN;Churchill Downs Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US1714841087;ESXTFX;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
362;CHE;Chemed Corporation;Акции;Акции иностранного эмитента обыкновенные;;US16359R1032;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
363;CHEF;The Chefs’ Warehouse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1630861011;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
364;CHGG;Chegg, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1630921096;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
365;CHH;Choice Hotels International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1699051066;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
366;CHKP;Check Point Software Technologies Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0010824113;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
367;CHNG;Change Healthcare Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15912K1007;ESVUFR;1,00;0,01;USD;24.03.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
368;CHPT;ChargePoint Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15961R1059;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
369;CHRS;Coherus BioSciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19249H1032;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
370;CHRW;C.H. Robinson Worldwide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12541W2098;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
371;CHTR;Charter Communications, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US16119P1084;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
372;CHWY;Chewy, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US16679L1098;ESVUFR;1,00;0,01;USD;22.09.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
373;CHX;ChampionX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US15872M1045;ESVUFR;1,00;0,01;USD;18.05.2018 0:00:00;;;НЕТ;Эмитенты с листингом в США
374;CI;Cigna Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1255231003;ESVUFR;1,00;0,01;USD;03.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
375;CIAN;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Cian PLC;US83418T1088;EDSXDR;1,00;0,01;USD;31.12.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
376;CIEN;Ciena Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1717793095;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
377;CINF;Cincinnatiм Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1720621010;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
378;CL;Colgate-Palmolive Company;Акции;Акции иностранного эмитента обыкновенные;;US1941621039;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
379;CLB;Core Laboratories N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0000200384;ESVUFN;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
380;CLDT;Chatham Lodging Trust;Акции;Акции иностранного эмитента обыкновенные;;US16208T1025;ESVUFR;1,00;0,01;USD;21.01.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
381;CLF;Cleveland-Cliffs Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1858991011;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
382;CLH;Clean Harbors, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1844961078;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
383;CLOV;Clover Health Investments, Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US18914F1030;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
384;CLR;Continental Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2120151012;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
385;CLSK;CleanSpark, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US18452B2097;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
386;CLVT;Clarivate Plc;Акции;Акции иностранного эмитента обыкновенные;;JE00BJJN4441;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
387;CLX;The Clorox Company;Акции;Акции иностранного эмитента обыкновенные;;US1890541097;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
388;CM;Canadian Imperial Bank of Commerce;Акции;Акции иностранного эмитента обыкновенные;;CA1360691010;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
389;CMA;Comerica Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US2003401070;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
390;CMC;Commercial Metals Company;Акции;Акции иностранного эмитента обыкновенные;;US2017231034;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
391;CMCO;Columbus McKinnon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1993331057;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
392;CMCSA;Comcast Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US20030N1019;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
393;CME;CME Group Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US12572Q1058;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
394;CMG;Chipotle Mexican Grill, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1696561059;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
395;CMI;Cummins Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2310211063;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
396;CMP;Compass Minerals International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US20451N1019;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
397;CMS;CMS Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1258961002;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
398;CNC;Centene Corporation;Акции;Акции иностранного эмитента обыкновенные;;US15135B1017;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
399;CNHI;CNH Industrial N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0010545661;ESVUFN;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
400;CNI;Canadian National Railway Company;Акции;Акции иностранного эмитента обыкновенные;;CA1363751027;ESVUFR;1,00;0,01;USD;13.08.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
401;CNK;Cinemark Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US17243V1026;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
402;CNMD;CONMED Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2074101013;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
403;CNNE;Cannae Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US13765N1072;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
404;CNP;CenterPoint Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15189T1079;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
405;CNQ;Canadian Natural Resources Limited;Акции;Акции иностранного эмитента обыкновенные;;CA1363851017;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
406;CNS;Cohen & Steers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19247A1007;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
407;CNX;CNX Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US12653C1080;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
408;CNXC;Concentrix Corporation;Акции;Акции иностранного эмитента обыкновенные;;US20602D1019;ESVUFR;1,00;0,01;USD;10.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
409;CNXN;PC Connection, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69318J1007;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
410;COF;Capital One Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US14040H1059;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
411;COFS;ChoiceOne Financial Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1703861062;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
412;COHR;Coherent Corp.;Акции;Акции иностранного эмитента обыкновенные;;US19247G1076;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
413;COIN;Coinbase Global, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US19260Q1076;ESVUFR;1,00;0,01;USD;14.04.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
414;COKE;Coca-Cola Consolidated, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1910981026;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
